0.87783	0.91690	0.88342	0.64652	0.76537	0.90184	0.24134	0.05278	0.22869	0.29572	0.88687	0.06784	0.76329	0.56318	0.92023	0.76547	0.76291	0.58152	0.90012	0.04169	0.17784	0.79932	0.63989	0.31685	0.29400	0.76628	0.69307	0.35728	0.41501	0.46459	0.14158	0.70945	0.74421	0.73053	0.09042	0.04430	0.82882	0.58591	0.53644	0.89177	0.11759	0.05289	0.38871
0.91960	0.87066	0.91520	0.91259	0.91108	0.92254	0.52140	0.26510	0.49844	0.57240	0.90078	0.29068	0.77196	0.73978	0.88255	0.82851	0.88113	0.79192	0.84804	0.15227	0.47021	0.81711	0.91124	0.58398	0.54273	0.92984	0.77342	0.63690	0.64814	0.69531	0.42975	0.92748	0.92288	0.74088	0.35024	0.15302	0.78184	0.77345	0.61326	0.83640	0.34671	0.27841	0.56563
0.89338	0.88927	0.88885	0.85582	0.87195	0.88868	0.63438	0.36521	0.61535	0.68755	0.91390	0.39608	0.80654	0.84247	0.89974	0.88739	0.87959	0.86589	0.86774	0.18320	0.59969	0.85639	0.85714	0.71478	0.67194	0.91335	0.84173	0.75902	0.77219	0.81426	0.54647	0.87917	0.90120	0.77423	0.47073	0.18388	0.79679	0.88637	0.67959	0.85185	0.45979	0.38709	0.66616
0.88390	0.87203	0.87828	0.87528	0.89933	0.87537	0.67643	0.39778	0.65413	0.72839	0.89386	0.43090	0.83579	0.88347	0.88118	0.92080	0.86913	0.91060	0.87192	0.20028	0.64660	0.88473	0.87496	0.76657	0.72259	0.89855	0.87804	0.80027	0.82291	0.86280	0.59181	0.90248	0.88914	0.80149	0.51295	0.20062	0.80636	0.93327	0.70964	0.85809	0.49856	0.42228	0.70888
0.89520	0.91032	0.88962	0.86232	0.91278	0.91071	0.51623	0.27724	0.48927	0.56770	0.92349	0.30686	0.85098	0.77709	0.91901	0.89835	0.82578	0.82332	0.91267	0.15140	0.47202	0.89290	0.86431	0.61043	0.57920	0.90880	0.84168	0.63627	0.69013	0.73091	0.42367	0.90590	0.89696	0.81292	0.36039	0.15160	0.84601	0.82737	0.68277	0.90696	0.36922	0.29245	0.61136
0.92081	0.86738	0.91607	0.91220	0.89742	0.92414	0.48603	0.24840	0.46277	0.53568	0.90519	0.27325	0.74938	0.70040	0.88018	0.79963	0.88349	0.75442	0.83443	0.14359	0.43314	0.79145	0.91172	0.54874	0.51428	0.94442	0.74813	0.59658	0.61588	0.65667	0.39678	0.92239	0.93844	0.72157	0.32486	0.14436	0.76858	0.73984	0.59804	0.82316	0.32658	0.26025	0.54139
0.90937	0.88593	0.90448	0.89148	0.92168	0.91629	0.54272	0.28374	0.51935	0.59480	0.90682	0.31023	0.81791	0.77944	0.89602	0.87534	0.83464	0.82435	0.88013	0.16203	0.49623	0.86304	0.89182	0.62150	0.58059	0.91315	0.81591	0.65984	0.68957	0.73673	0.45248	0.92442	0.90489	0.78091	0.37375	0.16277	0.81354	0.81805	0.65328	0.87134	0.37092	0.29865	0.60229
0.88930	0.87746	0.88359	0.88091	0.90108	0.88679	0.64087	0.37362	0.61708	0.69211	0.90217	0.40645	0.83118	0.85556	0.88730	0.90704	0.86945	0.88701	0.87204	0.18862	0.60808	0.87780	0.88134	0.73183	0.69140	0.91031	0.86343	0.76358	0.79297	0.82991	0.55537	0.90738	0.90137	0.79623	0.48189	0.18900	0.80707	0.90615	0.69971	0.86010	0.47245	0.39621	0.68667
0.88720	0.88255	0.88146	0.87371	0.90193	0.88464	0.64337	0.37873	0.61988	0.69440	0.90410	0.41238	0.84313	0.86564	0.89190	0.91987	0.86670	0.89613	0.88176	0.18799	0.61395	0.89016	0.87419	0.74049	0.70123	0.90597	0.87526	0.76801	0.80340	0.83989	0.55881	0.90438	0.89635	0.80706	0.48811	0.18833	0.81625	0.91798	0.71103	0.86977	0.47973	0.40221	0.69589
0.90818	0.87920	0.90466	0.87443	0.88849	0.90821	0.58416	0.32649	0.56386	0.63659	0.90522	0.35540	0.80152	0.80380	0.89002	0.87132	0.87542	0.83595	0.86281	0.16860	0.54622	0.84775	0.87332	0.66660	0.62812	0.91438	0.82102	0.70349	0.72948	0.76963	0.49816	0.89741	0.90423	0.76743	0.42402	0.16939	0.79499	0.84753	0.66234	0.85076	0.41754	0.34566	0.63312
0.81418	0.47124	0.83306	0.65159	0.48300	0.91042	0.11458	0.02167	0.13026	0.13342	0.54565	0.01921	0.15922	0.13202	0.48928	0.17831	0.60600	0.17857	0.30686	0.02651	0.06382	0.18137	0.63285	0.06694	0.04882	0.68228	0.14637	0.15691	0.07967	0.11210	0.06672	0.56928	0.69715	0.15754	0.02505	0.02927	0.25494	0.12697	0.11739	0.29407	0.02384	0.01841	0.07263
0.92470	0.70417	0.92186	0.89359	0.81115	0.86028	0.44581	0.17031	0.43882	0.49519	0.77073	0.17736	0.48929	0.53091	0.72546	0.56288	0.73360	0.60314	0.61264	0.14422	0.36395	0.54138	0.88796	0.40559	0.33765	0.86445	0.48671	0.52124	0.42144	0.50270	0.35942	0.86900	0.86416	0.46402	0.23147	0.14740	0.53753	0.51103	0.36420	0.60085	0.20713	0.17198	0.34178
0.90991	0.59794	0.91456	0.87745	0.78026	0.91074	0.22548	0.04304	0.22258	0.25975	0.64560	0.04295	0.39253	0.31305	0.61688	0.42300	0.60447	0.43750	0.51350	0.07565	0.13569	0.42518	0.86117	0.18290	0.14222	0.78004	0.34167	0.26694	0.21439	0.28133	0.14596	0.84149	0.78864	0.35972	0.05506	0.07849	0.44549	0.30717	0.27167	0.51328	0.05988	0.03485	0.18273
